51;1;0.0001;0.009084421
51;1;0.00031;0.0085683735
51;1;0.001;0.00798865
51;1;0.00316;0.007552823
51;1;0.01;0.008058424
51;1;0.03162;0.008457242
51;1;0.1;0.0111473985
51;1;0.31622;0.016118059
51;1;1.0;0.033308696
51;1;3.16226;0.2035386
51;1;9.99994;0.62795883
51;2;0.0001;0.008554898
51;2;0.00031;0.008060245
51;2;0.001;0.007123637
51;2;0.00316;0.0072746687
51;2;0.01;0.007531375
51;2;0.03162;0.008474127
51;2;0.1;0.012887734
51;2;0.31622;0.017158112
51;2;1.0;0.05192396
51;2;3.16226;0.13701409
51;2;9.99994;0.6469476
51;3;0.0001;0.008628463
51;3;0.00031;0.00811944
51;3;0.001;0.0075584054
51;3;0.00316;0.0075306324
51;3;0.01;0.0075498694
51;3;0.03162;0.008331749
51;3;0.1;0.01059464
51;3;0.31622;0.015036807
51;3;1.0;0.030714868
51;3;3.16226;0.16420078
51;3;9.99994;0.6374525
51;4;0.0001;0.008162349
51;4;0.00031;0.0082289465
51;4;0.001;0.008212667
51;4;0.00316;0.0076075853
51;4;0.01;0.00771048
51;4;0.03162;0.008464544
51;4;0.1;0.010747347
51;4;0.31622;0.016238393
51;4;1.0;0.053784832
51;4;3.16226;0.11969118
51;4;9.99994;0.613044
51;5;0.0001;0.008896557
51;5;0.00031;0.008325647
51;5;0.001;0.0078434255
51;5;0.00316;0.0073620426
51;5;0.01;0.0076627713
51;5;0.03162;0.008370632
51;5;0.1;0.010738051
51;5;0.31622;0.016985688
51;5;1.0;0.058365315
51;5;3.16226;0.17348659
51;5;9.99994;0.5950449
52;1;0.0001;0.014243357
52;1;0.00031;0.01404826
52;1;0.001;0.01411371
52;1;0.00316;0.014512074
52;1;0.01;0.014921325
52;1;0.03162;0.015953956
52;1;0.1;0.017217588
52;1;0.31622;0.022178145
52;1;1.0;0.022871027
52;1;3.16226;0.18608366
52;1;9.99994;0.7405414
52;2;0.0001;0.015833354
52;2;0.00031;0.015502007
52;2;0.001;0.015734794
52;2;0.00316;0.016198987
52;2;0.01;0.016158985
52;2;0.03162;0.017110942
52;2;0.1;0.0178581
52;2;0.31622;0.024977129
52;2;1.0;0.0239571
52;2;3.16226;0.21017212
52;2;9.99994;0.9387509
52;3;0.0001;0.014099253
52;3;0.00031;0.013953097
52;3;0.001;0.013643896
52;3;0.00316;0.012826524
52;3;0.01;0.012733567
52;3;0.03162;0.01458685
52;3;0.1;0.018043201
52;3;0.31622;0.027153706
52;3;1.0;0.040668823
52;3;3.16226;0.11694846
52;3;9.99994;0.76307434
52;4;0.0001;0.015034914
52;4;0.00031;0.014306946
52;4;0.001;0.013699627
52;4;0.00316;0.013978406
52;4;0.01;0.014051216
52;4;0.03162;0.016135829
52;4;0.1;0.018385343
52;4;0.31622;0.016644496
52;4;1.0;0.025068521
52;4;3.16226;0.17848964
52;4;9.99994;0.768483
52;5;0.0001;0.016341407
52;5;0.00031;0.016021773
52;5;0.001;0.015703367
52;5;0.00316;0.015322547
52;5;0.01;0.015815502
52;5;0.03162;0.01860772
52;5;0.1;0.021749485
52;5;0.31622;0.02383374
52;5;1.0;0.032475766
52;5;3.16226;0.18841286
52;5;9.99994;0.723916
53;1;0.0001;0.010719645
53;1;0.00031;0.010966915
53;1;0.001;0.010536973
53;1;0.00316;0.010938752
53;1;0.01;0.011967761
53;1;0.03162;0.012755018
53;1;0.1;0.015498111
53;1;0.31622;0.027532382
53;1;1.0;0.053926557
