prada,1,1,0.066924326,[[0.869545578956604, 1.1743355989456177, 1.1725859642028809, 1.9254478216171265, 0.0]],1.1,2
lasso,1,1,0.1360436,[[0.999613881111145, 1.2260634899139404, 0.9703028202056885, 0.4399508237838745, 0.0035273954272270203]],1.3,0
dgr,1,1,0.10919649,[[0.8276878595352173, 0.7472068071365356, 0.3097722828388214, 0.3242378234863281, 0.06871982663869858]],0.02,0
prada,1,2,0.020550333,[[0.8453847765922546, 1.3666378259658813, 1.6063055992126465, 1.7515393495559692, 0.0]],1.1,2
lasso,1,2,0.13136518,[[0.9486737847328186, 1.2012104988098145, 0.8875426650047302, 0.5006735324859619, 0.0]],1.3,0
dgr,1,2,0.18200785,[[0.674475908279419, 0.651803195476532, 0.5525699257850647, 0.23357051610946655, 0.053292736411094666]],0.02,0
prada,1,3,0.045779504,[[1.0037168264389038, 1.2092400789260864, 1.621437430381775, 1.716435432434082, 0.0]],1.1,2
lasso,1,3,0.15557316,[[0.9858524799346924, 1.181708574295044, 1.0809264183044434, 0.35301536321640015, 0.0]],1.3,0
dgr,1,3,0.17448162,[[0.6695345044136047, 0.5185455083847046, 0.3134022653102875, 0.23137244582176208, 0.04971831664443016]],0.02,0
prada,1,4,0.040614773,[[1.0052483081817627, 1.3956559896469116, 1.4925122261047363, 1.2599749565124512, 0.0]],1.1,2
lasso,1,4,0.106009156,[[0.9979910850524902, 1.3167859315872192, 0.9692347645759583, 0.5311791300773621, 0.0011585575994104147]],1.3,0
dgr,1,4,0.12446845,[[0.7127581834793091, 0.6896560192108154, 0.20319174230098724, 0.30430421233177185, 0.14033405482769012]],0.02,0
prada,1,5,0.019166213,[[0.9296935796737671, 1.2209594249725342, 1.470909595489502, 2.0397653579711914, 0.0]],1.1,2
lasso,1,5,0.12970047,[[1.0108270645141602, 1.1657960414886475, 1.0474494695663452, 0.04485677182674408, 0.010294446721673012]],1.3,0
dgr,1,5,0.15191816,[[0.6616161465644836, 0.686608076095581, 0.3098945915699005, 0.27838248014450073, 0.04444166645407677]],0.02,0
prada,2,1,0.073239475,[[0.9878700375556946, 1.0808998346328735, 1.106909155845642, 1.9848699569702148, 0.0]],1.1,2
lasso,2,1,0.13826402,[[1.0128754377365112, 1.2236580848693848, 0.965261697769165, 0.6478439569473267, 0.004281922709196806]],1.3,0
dgr,2,1,0.17636612,[[0.6730877757072449, 0.6900147795677185, 0.13419471681118011, 0.2627078890800476, 0.0726909264922142]],0.02,0
prada,2,2,0.037315086,[[0.9702884554862976, 1.3325185775756836, 1.417573094367981, 1.7355597019195557, 0.0]],1.1,2
lasso,2,2,0.13737987,[[0.9570833444595337, 1.175480842590332, 0.8822628259658813, 0.4599190950393677, 0.0]],1.3,0
dgr,2,2,0.18245989,[[0.7491631507873535, 0.7495680451393127, 0.3553224802017212, 0.3589749038219452, 0.03881329298019409]],0.02,0
prada,2,3,0.035944413,[[0.9073752760887146, 1.2065387964248657, 1.75251042842865, 1.4715443849563599, 0.0]],1.1,2
lasso,2,3,0.15689985,[[0.9928101301193237, 1.1752511262893677, 1.0649915933609009, 0.5265433192253113, 0.0]],1.3,0
dgr,2,3,0.20473602,[[0.5749308466911316, 0.5856144428253174, 0.3843729794025421, 0.21488259732723236, 0.08216335624456406]],0.02,0
prada,2,4,0.060236756,[[0.9530869126319885, 1.2906019687652588, 1.4153847694396973, 1.2170708179473877, 0.0]],1.1,2
lasso,2,4,0.118339576,[[1.0052905082702637, 1.2928630113601685, 0.9573750495910645, 0.5124965906143188, 0.009366756305098534]],1.3,0
dgr,2,4,0.14956853,[[0.7205116152763367, 0.5483952164649963, 0.27473577857017517, 0.20731939375400543, 0.10334079712629318]],0.02,0
prada,2,5,0.03534907,[[0.9988833665847778, 1.173317313194275, 1.1614298820495605, 1.9922136068344116, 0.0]],1.1,2
lasso,2,5,0.15376738,[[1.0328946113586426, 1.2053147554397583, 0.8609943389892578, 0.1917610913515091, 0.00862201489508152]],1.3,0
dgr,2,5,0.1823962,[[0.6378241181373596, 0.8023843169212341, 0.23874357342720032, 0.2369258850812912, 0.051434654742479324]],0.02,0
prada,3,1,0.056343745,[[0.9846897721290588, 1.1072795391082764, 1.1398273706436157, 2.272543430328369, 0.0]],1.1,2
lasso,3,1,0.11404239,[[0.9783360362052917, 1.1521520614624023, 0.9245994091033936, 0.6901335716247559, 0.0]],1.3,0
dgr,3,1,0.13956437,[[0.6120995879173279, 0.7299264669418335, 0.3603402376174927, 0.060299091041088104, 0.1136264055967331]],0.02,0
prada,3,2,0.020015003,[[0.8392427563667297, 1.3715219497680664, 1.553350806236267, 1.810981273651123, 0.0]],1.1,2
lasso,3,2,0.11906583,[[0.947903573513031, 1.1884125471115112, 0.8721544742584229, 0.5191066861152649, 0.0]],1.3,0
dgr,3,2,0.17727649,[[0.5403023958206177, 0.8691616654396057, 0.3844160735607147, 0.21686939895153046, 0.05690709501504898]],0.02,0
prada,3,3,0.035289906,[[0.9173033237457275, 1.2111588716506958, 1.6430902481079102, 1.5468238592147827, 0.0]],1.1,2
lasso,3,3,0.14961776,[[0.9897710680961609, 1.182822585105896, 1.045433759689331, 0.5332240462303162, 0.0]],1.3,0
dgr,3,3,0.16886525,[[0.6457195281982422, 0.5129215121269226, 0.4457372725009918, 0.1467205286026001, 0.08610600233078003]],0.02,0
prada,3,4,0.038470864,[[0.8062667846679688, 1.3977198600769043, 1.5083028078079224, 1.2992359399795532, 0.0]],1.1,2
lasso,3,4,0.11500962,[[1.0013219118118286, 1.300951361656189, 0.9420521259307861, 0.5293758511543274, 0.007536469493061304]],1.3,0
dgr,3,4,0.13326474,[[0.6889108419418335, 0.6400034427642822, 0.2776401937007904, 0.2172521948814392, 0.04994677007198334]],0.02,0
prada,3,5,0.031162813,[[0.8609054088592529, 1.2123392820358276, 1.298364520072937, 1.9906988143920898, 0.0]],1.1,2
lasso,3,5,0.12853137,[[1.0200984477996826, 1.2149828672409058, 0.8491157293319702, 0.5289903879165649, 0.0032791264820843935]],1.3,0
dgr,3,5,0.17184456,[[0.6056151390075684, 0.5610796809196472, 0.38295164704322815, 0.2572714388370514, 0.07213770598173141]],0.02,0
prada,4,1,0.023601566,[[0.7511904835700989, 1.2232182025909424, 1.3222477436065674, 2.085054874420166, 0.0]],1.1,2
lasso,4,1,0.1584409,[[0.9679926037788391, 1.1983016729354858, 0.909027636051178, 0.03797779232263565, 0.016326922923326492]],1.3,0
dgr,4,1,0.120452255,[[0.6326610445976257, 0.709408164024353, 0.5174944400787354, 0.2065468430519104, 0.048481669276952744]],0.02,0
prada,4,2,0.02243206,[[0.9871501326560974, 1.3614757061004639, 1.385493278503418, 1.663954257965088, 0.0]],1.1,2
lasso,4,2,0.15156773,[[0.9531456828117371, 1.1955418586730957, 0.888660192489624, 0.045389171689748764, 0.01324863824993372]],1.3,0
dgr,4,2,0.19857815,[[0.5487955212593079, 0.7315205931663513, 0.3963756263256073, 0.32935631275177, 0.08412259817123413]],0.02,0
prada,4,3,0.07301715,[[0.8898166418075562, 1.229287028312683, 1.4367763996124268, 1.5046207904815674, 0.0]],1.1,2
lasso,4,3,0.16117339,[[0.9840916395187378, 1.1909303665161133, 1.0583171844482422, 0.4794493019580841, 0.0057379817590117455]],1.3,0
dgr,4,3,0.1925241,[[0.6225842237472534, 0.5812541842460632, 0.2682534456253052, 0.1082235723733902, 0.06055041402578354]],0.02,0
prada,4,4,0.023823824,[[0.9994239211082458, 1.3587493896484375, 1.5380523204803467, 1.5460805892944336, 0.0]],1.1,2
lasso,4,4,0.10787878,[[0.9888076186180115, 1.3246393203735352, 0.9549211263656616, 0.3834199607372284, 0.01653178408741951]],1.3,0
dgr,4,4,0.15167995,[[0.6185810565948486, 0.5052847862243652, 0.28033265471458435, 0.20865897834300995, 0.09781268984079361]],0.02,0
prada,4,5,0.030682774,[[0.8928819894790649, 1.1910642385482788, 1.2310460805892944, 1.9253321886062622, 0.0]],1.1,2
lasso,4,5,0.12728256,[[1.0212607383728027, 1.2126269340515137, 0.8670138716697693, 0.04392431676387787, 0.017147891223430634]],1.3,0
dgr,4,5,0.15657139,[[0.7039080858230591, 0.6860730051994324, 0.26062995195388794, 0.2905874252319336, 0.039760928601026535]],0.02,0
prada,5,1,0.029314604,[[0.7909771800041199, 1.1563658714294434, 1.3250253200531006, 1.9392485618591309, 0.0]],1.1,2
lasso,5,1,0.1388159,[[0.9917169809341431, 1.2366405725479126, 0.9464043974876404, 0.5978980660438538, 0.0]],1.3,0
dgr,5,1,0.13679226,[[0.6490325331687927, 0.6976138949394226, 0.26324498653411865, 0.27691325545310974, 0.05153946951031685]],0.02,0
prada,5,2,0.03443177,[[0.818886399269104, 1.3651325702667236, 1.2853184938430786, 1.700069785118103, 0.0]],1.1,2
lasso,5,2,0.17391485,[[0.9453481435775757, 1.182611346244812, 0.8630120754241943, 0.052692338824272156, 0.008515169844031334]],1.3,0
dgr,5,2,0.19611837,[[0.5686106085777283, 0.823600172996521, 0.17949341237545013, 0.29292380809783936, 0.14152875542640686]],0.02,0
prada,5,3,0.051745027,[[0.8479297757148743, 1.23075532913208, 1.4063032865524292, 1.7553343772888184, 0.0]],1.1,2
lasso,5,3,0.14643994,[[0.9758216142654419, 1.1875187158584595, 1.0471525192260742, 0.4599008858203888, 0.0]],1.3,0
dgr,5,3,0.21287471,[[0.3572624921798706, 0.6167724132537842, 0.1705317497253418, 0.23728635907173157, 0.061982594430446625]],0.02,0
prada,5,4,0.040802374,[[0.8486436605453491, 1.3463618755340576, 1.4654457569122314, 1.201127290725708, 0.0]],1.1,2
lasso,5,4,0.10586935,[[0.9830796122550964, 1.3178482055664062, 0.9389291405677795, 0.49824145436286926, 0.0055785877630114555]],1.3,0
dgr,5,4,0.13934907,[[0.5350669026374817, 0.562516987323761, 0.23211009800434113, 0.333578884601593, 0.11020030081272125]],0.02,0
prada,5,5,0.050300762,[[0.8872194886207581, 1.1521739959716797, 1.1257820129394531, 2.0308637619018555, 0.0]],1.1,2
lasso,5,5,0.1565681,[[1.010920524597168, 1.2058113813400269, 0.8488701581954956, 0.054265327751636505, 0.012086456641554832]],1.3,0
dgr,5,5,0.17567755,[[0.5991785526275635, 0.7538740038871765, 0.20391450822353363, 0.2507342994213104, 0.09787996113300323]],0.02,0
prada,6,1,0.026177043,[[0.8416492342948914, 1.2083384990692139, 1.3643200397491455, 2.050217390060425, 0.0]],1.1,2
lasso,6,1,0.11967131,[[0.9716547131538391, 1.1949344873428345, 0.9139489531517029, 0.8739684820175171, 0.0]],1.3,0
dgr,6,1,0.14523965,[[0.5449534058570862, 0.8186807036399841, 0.6177525520324707, 0.19517330825328827, 0.06450717151165009]],0.02,0
prada,6,2,0.025080398,[[0.9225125908851624, 1.3575454950332642, 1.278053641319275, 1.822060227394104, 0.0]],1.1,2
lasso,6,2,0.0971631,[[0.946607768535614, 1.1959136724472046, 0.889967679977417, 0.8146634101867676, 0.0]],1.3,0
dgr,6,2,0.177198,[[0.5530434846878052, 0.823081374168396, 0.447623610496521, 0.24871644377708435, 0.06668250262737274]],0.02,0
prada,6,3,0.039068095,[[0.9033201336860657, 1.2196825742721558, 1.6650029420852661, 1.4933021068572998, 0.0]],1.1,2
lasso,6,3,0.14527756,[[0.9856239557266235, 1.175890564918518, 1.0620553493499756, 0.581344485282898, 0.0]],1.3,0
dgr,6,3,0.17833164,[[0.6900759935379028, 0.5536957383155823, 0.28734543919563293, 0.19181880354881287, 0.08183413743972778]],0.02,0
prada,6,4,0.035414625,[[0.8850385546684265, 1.3762141466140747, 1.4741674661636353, 1.2943861484527588, 0.0]],1.1,2
lasso,6,4,0.08661983,[[0.9942049384117126, 1.3061343431472778, 0.9656751751899719, 0.584862232208252, 0.010266437195241451]],1.3,0
dgr,6,4,0.12275935,[[0.6607884168624878, 0.5765537619590759, 0.2837381064891815, 0.2232620269060135, 0.07635784894227982]],0.02,0
prada,6,5,0.02856174,[[0.8302094340324402, 1.2062485218048096, 1.5934088230133057, 1.9356592893600464, 0.0]],1.1,2
lasso,6,5,0.12821499,[[0.9199780225753784, 1.1264448165893555, 1.2987697124481201, 0.016636453568935394, 0.0046051423996686935]],1.3,0
dgr,6,5,0.14106828,[[0.5861057639122009, 0.7709446549415588, 0.5732588768005371, 0.24496394395828247, 0.0612364336848259]],0.02,0
prada,7,1,0.043140564,[[0.8242389559745789, 1.1654974222183228, 1.2507033348083496, 2.0144989490509033, 0.0]],1.1,2
lasso,7,1,0.068298064,[[0.8690482378005981, 1.1222789287567139, 1.215639591217041, 0.8827635049819946, 0.0]],1.3,0
dgr,7,1,0.12804638,[[0.7488018274307251, 0.7572112083435059, 0.23253653943538666, 0.1636439859867096, 0.08102287352085114]],0.02,0
prada,7,2,0.028298683,[[0.8784242272377014, 1.3465118408203125, 1.5381656885147095, 1.588478446006775, 0.0]],1.1,2
lasso,7,2,0.11227625,[[0.9565155506134033, 1.2114707231521606, 0.8894345164299011, 0.5757436156272888, 0.0]],1.3,0
dgr,7,2,0.19940858,[[0.7091063857078552, 0.5783622860908508, 0.20359599590301514, 0.21475893259048462, 0.05100175738334656]],0.02,0
prada,7,3,0.029290767,[[0.8563534617424011, 1.2488919496536255, 1.6083487272262573, 1.713310718536377, 0.0]],1.1,2
lasso,7,3,0.14865594,[[0.9930373430252075, 1.1820340156555176, 1.055435061454773, 0.5413535833358765, 0.0]],1.3,0
dgr,7,3,0.2138866,[[0.45980972051620483, 0.6494901776313782, 0.08786801248788834, 0.12470068782567978, 0.06649971008300781]],0.02,0
prada,7,4,0.03920753,[[0.8861503005027771, 1.3847905397415161, 1.4225577116012573, 1.3766757249832153, 0.0]],1.1,2
lasso,7,4,0.10069892,[[1.0058597326278687, 1.3156580924987793, 0.938889741897583, 0.5473380088806152, 0.0045606945641338825]],1.3,0
dgr,7,4,0.114814974,[[0.7211597561836243, 0.731232225894928, 0.3395455479621887, 0.31860464811325073, 0.0774780660867691]],0.02,0
